x,x2,x3,d,quantity,x_c
16,266,4339,0,5021,-4
17,296,5085,0,6509,-3
24,562,13324,1,5410,4
10,105,1077,0,7350,-10
28,774,21539,1,4456,8
15,215,3143,0,3335,-5
22,476,10394,1,5462,2
24,592,14402,1,6262,4
13,177,2346,0,4202,-7
26,701,18541,1,6653,6
15,224,3358,0,6336,-5
26,674,17517,1,6278,6
13,172,2248,0,6599,-7
23,532,12265,1,5188,3
18,335,6125,0,7349,-2
20,418,8547,1,6119,0
21,431,8952,1,4891,1
20,418,8546,1,5085,0
20,387,7624,0,4194,0
20,404,8126,1,6720,0
22,466,10067,1,6243,2
21,431,8935,1,4033,1
15,221,3280,0,5425,-5
22,469,10148,1,5794,2
25,636,16032,1,7256,5
14,197,2756,0,3237,-6
16,255,4062,0,4561,-4
19,354,6673,0,4846,-1
27,710,18903,1,4870,7
18,334,6102,0,3837,-2
17,294,5047,0,6114,-3
22,470,10179,1,5363,2
6,42,270,0,4966,-14
22,468,10140,1,6676,2
13,176,2342,0,5345,-7
24,558,13191,1,6973,4
24,598,14626,1,5971,4
20,402,8060,1,4408,0
25,607,14951,1,5065,5
23,524,11995,1,5851,3
14,205,2932,0,3558,-6
25,605,14869,1,4178,5
19,343,6359,0,4002,-1
23,543,12655,1,4064,3
23,534,12330,1,5156,3
24,590,14316,1,6813,4
10,100,997,0,3714,-10
23,509,11470,1,4330,3
11,129,1457,0,4967,-9
26,680,17732,1,6705,6
25,616,15275,1,6324,5
14,189,2607,0,5280,-6
19,348,6489,0,5379,-1
23,507,11420,1,6779,3
31,956,29562,1,4883,11
25,647,16453,1,7470,5
17,300,5187,0,3894,-3
20,411,8321,1,4590,0
22,503,11297,1,7303,2
18,330,6005,0,3535,-2
17,289,4915,0,4570,-3
24,569,13559,1,6693,4
17,298,5148,0,4971,-3
25,626,15645,1,5740,5
26,656,16811,1,6554,6
33,1069,34942,1,3160,13
17,273,4512,0,4190,-3
18,308,5401,0,4743,-2
17,296,5098,0,5412,-3
22,465,10033,1,4200,2
18,340,6281,0,4939,-2
19,372,7165,0,4802,-1
22,488,10779,1,4266,2
31,966,30031,1,5693,11
32,1055,34283,1,4503,12
17,274,4545,0,4314,-3
14,193,2692,0,3481,-6
11,119,1300,0,7309,-9
19,368,7066,0,5907,-1
24,563,13370,1,5361,4
24,558,13168,1,6246,4
17,278,4624,0,3683,-3
22,481,10539,1,4938,2
20,399,7962,0,5232,0
26,686,17974,1,6676,6
35,1242,43747,1,6003,15
19,352,6612,0,4087,-1
22,505,11361,1,5390,2
20,391,7728,0,6252,0
15,231,3510,0,5503,-5
26,658,16861,1,6665,6
21,448,9477,1,3844,1
10,109,1132,0,6786,-10
13,164,2099,0,4293,-7
23,539,12529,1,4533,3
22,480,10514,1,6217,2
15,224,3347,0,4130,-5
23,552,12960,1,5974,3
23,507,11403,1,6865,3
15,223,3337,0,5857,-5
21,426,8787,1,5671,1
19,351,6587,0,6230,-1
27,739,20104,1,5500,7
29,847,24641,1,6133,9
27,745,20342,1,5373,7
12,155,1939,0,4497,-8
21,431,8938,1,4065,1
15,217,3194,0,3877,-5
13,161,2044,0,6819,-7
21,446,9415,1,5889,1
19,357,6743,0,4969,-1
16,270,4448,0,4524,-4
20,396,7885,0,5837,0
19,376,7288,0,4145,-1
16,246,3866,0,3876,-4
23,545,12717,1,6491,3
23,548,12836,1,3649,3
19,359,6803,0,3754,-1
14,189,2591,0,4149,-6
22,501,11213,1,6217,2
16,250,3950,0,5573,-4
21,436,9104,1,3567,1
21,448,9488,1,4266,1
19,379,7391,0,5084,-1
8,59,455,0,4791,-12
20,398,7951,0,4874,0
23,506,11391,1,5876,3
19,376,7302,0,5067,-1
22,496,11036,1,4128,2
21,458,9791,1,5930,1
19,358,6782,0,6298,-1
22,486,10727,1,4032,2
16,248,3899,0,4566,-4
28,760,20956,1,7184,8
28,758,20887,1,5177,8
18,326,5883,0,3830,-2
17,280,4688,0,6603,-3
19,363,6926,0,5244,-1
9,80,715,0,5411,-11
16,250,3950,0,5127,-4
11,127,1430,0,4821,-9
24,597,14593,1,5027,4
7,55,413,0,6063,-13
15,216,3172,0,5926,-5
19,362,6882,0,4871,-1
20,384,7515,0,6872,0
23,509,11499,1,6374,3
22,484,10662,1,5293,2
20,384,7527,0,4889,0
24,568,13540,1,7029,4
25,602,14772,1,6816,5
25,612,15148,1,5692,5
27,721,19350,1,4578,7
21,455,9695,1,7118,1
23,534,12350,1,5709,3
22,482,10568,1,6472,2
16,245,3838,0,4836,-4
13,170,2213,0,6370,-7
17,284,4789,0,6531,-3
26,691,18182,1,5840,6
20,419,8566,1,4310,0
20,410,8289,1,3314,0
18,341,6287,0,6063,-2
27,743,20240,1,4771,7
13,173,2271,0,5757,-7
23,547,12783,1,7146,3
23,524,11985,1,6832,3
14,191,2647,0,5928,-6
10,92,876,0,5341,-10
20,383,7504,0,3729,0
14,183,2482,0,4620,-6
16,250,3957,0,5208,-4
20,401,8042,1,4876,0
16,248,3900,0,3537,-4
25,614,15213,1,5207,5
20,381,7435,0,5089,0
22,478,10463,1,4330,2
19,367,7024,0,5252,-1
22,477,10414,1,4573,2
21,450,9546,1,6553,1
29,840,24333,1,4176,9
10,102,1023,0,5567,-10
27,752,20629,1,5736,7
21,421,8646,1,4888,1
26,678,17639,1,5602,6
17,289,4917,0,7023,-3
24,581,13989,1,6503,4
17,290,4928,0,6685,-3
14,185,2519,0,3609,-6
13,160,2020,0,5568,-7
32,1010,32079,1,4632,12
22,464,9981,1,6251,2
23,506,11392,1,5420,3
14,193,2686,0,4329,-6
16,245,3829,0,3946,-4
23,535,12360,1,3069,3
20,385,7541,0,5352,0
23,529,12176,1,5834,3
23,530,12217,1,7019,3
15,220,3271,0,5672,-5
28,798,22533,1,4787,8
16,261,4224,0,5212,-4
14,188,2572,0,5674,-6
19,344,6384,0,5472,-1
27,722,19417,1,7499,7
15,217,3200,0,5382,-5
24,600,14696,1,5412,4
24,592,14390,1,5899,4
26,673,17445,1,6836,6
27,724,19488,1,6523,7
16,241,3736,0,5451,-4
21,445,9393,1,6881,1
25,625,15640,1,6121,5
10,106,1085,0,4484,-10
26,655,16762,1,7682,6
24,555,13083,1,7029,4
25,626,15647,1,5200,5
29,865,25454,1,7018,9
29,831,23966,1,3813,9
21,452,9596,1,6035,1
23,549,12864,1,6483,3
12,154,1915,0,4690,-8
25,645,16381,1,5241,5
18,311,5486,0,3018,-2
17,305,5326,0,4516,-3
14,191,2630,0,6506,-6
11,125,1402,0,4519,-9
20,398,7948,0,5678,0
24,561,13277,1,3050,4
18,315,5604,0,6615,-2
18,320,5725,0,6296,-2
28,770,21362,1,4879,8
22,479,10485,1,6123,2
14,195,2731,0,6163,-6
24,596,14550,1,6321,4
19,346,6434,0,4458,-1
15,226,3409,0,5977,-5
16,266,4339,0,4895,-4
21,457,9778,1,4266,1
21,453,9632,1,6947,1
18,326,5895,0,3313,-2
27,724,19475,1,5827,7
26,687,18016,1,7480,6
14,192,2662,0,6934,-6
25,644,16356,1,6423,5
28,785,21977,1,5582,8
16,270,4446,0,3864,-4
30,892,26661,1,4333,10
15,224,3357,0,5648,-5
21,440,9224,1,5398,1
20,416,8497,1,6307,0
22,488,10778,1,5883,2
25,624,15582,1,6690,5
13,178,2365,0,4218,-7
21,433,9015,1,4723,1
14,196,2750,0,4697,-6
18,332,6045,0,6428,-2
17,299,5183,0,3931,-3
21,447,9466,1,6189,1
24,596,14532,1,5755,4
18,323,5812,0,3518,-2
12,154,1908,0,3294,-8
23,514,11649,1,5218,3
15,211,3058,0,4418,-5
22,474,10327,1,4774,2
23,542,12631,1,4441,3
18,340,6281,0,5256,-2
22,474,10335,1,5525,2
26,665,17155,1,4848,6
23,530,12211,1,4053,3
17,288,4884,0,5635,-3
18,330,5998,0,5604,-2
22,482,10575,1,4356,2
18,328,5948,0,4802,-2
20,395,7841,0,3020,0
13,166,2145,0,5636,-7
23,519,11807,1,5533,3
28,775,21587,1,4303,8
15,230,3497,0,5317,-5
15,229,3465,0,4701,-5
23,522,11927,1,5166,3
20,400,8007,1,6023,0
18,340,6264,0,5802,-2
22,474,10311,1,4566,2
17,302,5260,0,5040,-3
18,310,5468,0,4766,-2
19,352,6611,0,5037,-1
24,563,13370,1,7380,4
21,427,8832,1,5478,1
24,568,13526,1,4834,4
23,543,12664,1,5112,3
18,313,5527,0,4486,-2
16,250,3960,0,4605,-4
18,326,5883,0,5625,-2
18,317,5637,0,4724,-2
31,983,30822,1,5925,11
19,350,6555,0,4427,-1
10,104,1062,0,6831,-10
21,442,9285,1,4329,1
26,651,16592,1,6114,6
20,392,7753,0,5727,0
20,394,7826,0,6953,0
22,489,10801,1,5848,2
21,436,9092,1,6207,1
31,935,28568,1,4926,11
25,608,14974,1,4105,5
24,591,14350,1,5336,4
22,506,11369,1,4834,2
20,404,8111,1,5102,0
6,34,201,0,4197,-14
22,483,10609,1,4559,2
19,354,6662,0,4511,-1
25,630,15810,1,4632,5
15,218,3208,0,3357,-5
21,446,9413,1,4740,1
22,478,10436,1,4567,2
19,348,6500,0,5245,-1
31,932,28438,1,5918,11
16,266,4331,0,4669,-4
20,406,8169,1,5090,0
22,494,10988,1,5470,2
33,1091,36013,1,4221,13
14,191,2646,0,3997,-6
23,514,11661,1,5162,3
23,529,12173,1,5408,3
20,412,8358,1,6032,0
19,347,6471,0,5100,-1
13,178,2376,0,4784,-7
18,321,5741,0,6370,-2
23,518,11802,1,3933,3
22,480,10530,1,4950,2
12,138,1629,0,3884,-8
14,199,2803,0,4298,-6
17,275,4563,0,3726,-3
22,490,10859,1,5809,2
17,293,5017,0,5965,-3
22,494,10976,1,6745,2
27,736,19963,1,4382,7
32,1031,33090,1,5512,12
23,542,12635,1,5212,3
19,354,6660,0,7914,-1
21,460,9881,1,4653,1
20,405,8152,1,6806,0
19,351,6577,0,5846,-1
24,589,14293,1,5584,4
30,917,27749,1,5850,10
17,292,5000,0,4982,-3
27,703,18633,1,6190,7
16,258,4141,0,4060,-4
14,195,2714,0,5270,-6
23,512,11579,1,4122,3
21,438,9155,1,6280,1
14,196,2736,0,5598,-6
17,302,5252,0,6550,-3
29,841,24392,1,5543,9
15,230,3494,0,4988,-5
33,1099,36434,1,4479,13
25,644,16335,1,3339,5
20,410,8310,1,4784,0
13,171,2236,0,4877,-7
27,742,20229,1,6776,7
15,223,3327,0,5275,-5
9,73,624,0,5258,-11
16,242,3773,0,3567,-4
20,407,8225,1,4616,0
26,667,17238,1,6564,6
22,498,11102,1,5373,2
25,649,16518,1,4607,5
21,432,8968,1,5325,1
13,169,2193,0,4393,-7
14,197,2766,0,4049,-6
20,382,7458,0,4670,0
24,598,14633,1,5859,4
25,645,16380,1,5963,5
26,654,16735,1,6210,6
20,389,7668,0,5046,0
19,375,7275,0,6157,-1
20,407,8225,1,2577,0
26,662,17045,1,4656,6
18,320,5715,0,5873,-2
20,387,7613,0,3882,0
28,767,21245,1,3944,8
22,476,10383,1,5521,2
19,358,6782,0,5691,-1
20,405,8165,1,6007,0
25,641,16240,1,6607,5
23,531,12225,1,5345,3
5,23,107,0,3873,-15
36,1277,45651,1,3820,16
23,514,11641,1,3676,3
28,767,21254,1,5308,8
10,104,1060,0,4970,-10
29,848,24683,1,5126,9
22,469,10149,1,6632,2
22,498,11101,1,3920,2
18,329,5965,0,4697,-2
22,506,11379,1,6019,2
19,360,6827,0,3735,-1
17,286,4836,0,3997,-3
12,154,1920,0,5135,-8
19,366,7000,0,4580,-1
17,301,5219,0,3896,-3
18,341,6307,0,3229,-2
21,428,8846,1,5687,1
21,439,9198,1,5767,1
18,332,6061,0,4189,-2
9,90,849,0,5134,-11
17,274,4545,0,4331,-3
11,111,1173,0,4875,-9
21,423,8685,1,4831,1
19,356,6705,0,3912,-1
29,864,25394,1,3322,9
23,550,12915,1,3444,3
19,346,6449,0,4265,-1
14,188,2578,0,5890,-6
32,1018,32500,1,4438,12
21,420,8618,1,6549,1
13,169,2204,0,4693,-7
26,687,18017,1,3355,6
25,605,14873,1,4829,5
22,474,10334,1,5063,2
20,403,8095,1,6486,0
21,461,9909,1,4092,1
19,364,6950,0,5321,-1
26,670,17339,1,5313,6
25,606,14918,1,6852,5
24,595,14517,1,4821,4
23,508,11434,1,6937,3
23,541,12584,1,4385,3
15,235,3606,0,4656,-5
21,457,9782,1,8123,1
15,220,3260,0,4714,-5
22,468,10115,1,5924,2
20,388,7650,0,4657,0
12,143,1710,0,5150,-8
19,356,6720,0,4598,-1
19,352,6601,0,5833,-1
32,1018,32503,1,5018,12
12,154,1916,0,5912,-8
20,392,7755,0,3784,0
19,367,7041,0,4497,-1
28,776,21631,1,6984,8
16,253,4026,0,4071,-4
22,476,10373,1,4884,2
19,355,6697,0,5075,-1
18,342,6315,0,4785,-2
13,164,2096,0,5006,-7
24,566,13471,1,5931,4
16,266,4337,0,5293,-4
14,199,2815,0,4288,-6
23,511,11542,1,5739,3
15,213,3118,0,3645,-5
23,528,12132,1,6515,3
8,58,444,0,5275,-12
19,348,6482,0,5864,-1
19,349,6530,0,4239,-1
20,416,8481,1,5629,0
10,94,908,0,5055,-10
17,288,4895,0,2878,-3
10,91,863,0,5199,-10
19,368,7054,0,5086,-1
29,833,24059,1,6069,9
20,418,8559,1,7491,0
10,95,930,0,4494,-10
23,507,11428,1,5610,3
19,378,7347,0,6392,-1
19,380,7412,0,3716,-1
29,856,25048,1,4809,9
24,588,14241,1,4591,4
24,562,13316,1,4126,4
21,457,9761,1,5222,1
18,319,5705,0,3728,-2
26,665,17144,1,4710,6
22,490,10862,1,4937,2
25,618,15375,1,5776,5
16,248,3915,0,4279,-4
9,87,806,0,3841,-11
27,704,18693,1,4686,7
24,558,13172,1,4986,4
22,495,11019,1,4790,2
19,346,6425,0,5258,-1
20,393,7787,0,4515,0
12,152,1878,0,6424,-8
18,341,6307,0,6182,-2
23,517,11751,1,6436,3
18,325,5861,0,3122,-2
21,454,9670,1,6436,1
20,384,7526,0,4539,0
17,273,4509,0,5374,-3
12,141,1667,0,3728,-8
22,470,10193,1,4733,2
19,364,6951,0,6220,-1
15,226,3403,0,4633,-5
14,186,2542,0,5593,-6
24,558,13171,1,6598,4
33,1093,36116,1,5085,13
19,371,7150,0,4081,-1
30,921,27958,1,5040,10
18,323,5793,0,5729,-2
20,413,8390,1,6343,0
17,298,5135,0,4650,-3
25,643,16314,1,5606,5
19,343,6348,0,5432,-1
17,281,4723,0,7392,-3
25,614,15226,1,4362,5
16,269,4421,0,5412,-4
17,273,4522,0,3548,-3
15,228,3439,0,6830,-5
21,434,9048,1,7394,1
24,578,13898,1,5017,4
28,778,21697,1,4755,8
20,397,7924,0,3248,0
23,509,11479,1,4636,3
20,419,8576,1,6113,0
22,470,10193,1,6020,2
17,297,5112,0,5442,-3
22,482,10577,1,6053,2
21,458,9811,1,5506,1
24,578,13904,1,3215,4
33,1102,36563,1,6026,13
14,183,2476,0,4760,-6
19,347,6462,0,5094,-1
24,571,13660,1,4776,4
15,211,3062,0,4110,-5
27,727,19605,1,5415,7
19,344,6379,0,5363,-1
16,271,4462,0,5138,-4
13,164,2099,0,2884,-7
28,805,22828,1,3792,8
19,369,7096,0,4813,-1
18,329,5962,0,4896,-2
20,406,8166,1,7039,0
18,326,5883,0,6466,-2
17,299,5166,0,5218,-3
15,218,3223,0,4019,-5
25,629,15769,1,4364,5
28,797,22496,1,3616,8
19,353,6624,0,5301,-1
6,33,187,0,6756,-14
11,122,1354,0,6379,-9
19,347,6453,0,3792,-1
24,566,13457,1,4302,4
23,548,12825,1,6731,3
20,397,7899,0,7019,0
18,338,6215,0,4908,-2
17,274,4544,0,4939,-3
22,472,10267,1,5185,2
24,580,13972,1,5509,4
29,856,25051,1,3528,9
29,825,23710,1,3637,9
18,329,5977,0,5746,-2
24,586,14176,1,5569,4
22,488,10788,1,4066,2
18,332,6051,0,4095,-2
26,657,16856,1,4784,6
18,340,6263,0,3463,-2
17,293,5021,0,5226,-3
26,651,16601,1,3523,6
29,864,25403,1,3426,9
18,331,6020,0,5103,-2
23,524,11991,1,4795,3
31,938,28734,1,4900,11
25,632,15878,1,4163,5
27,730,19718,1,5531,7
32,1043,33660,1,4892,12
16,259,4157,0,6313,-4
18,313,5526,0,3568,-2
21,442,9307,1,5394,1
25,628,15722,1,5778,5
21,447,9450,1,5507,1
14,188,2574,0,4056,-6
33,1101,36530,1,3063,13
17,273,4504,0,5306,-3
25,630,15829,1,5403,5
10,95,928,0,4787,-10
27,736,19968,1,6163,7
17,297,5109,0,5501,-3
24,587,14234,1,6284,4
17,291,4966,0,3649,-3
25,618,15355,1,5565,5
25,650,16559,1,5984,5
28,798,22522,1,4781,8
20,412,8358,1,8166,0
26,693,18255,1,6356,6
19,359,6799,0,5007,-1
19,364,6957,0,5407,-1
11,115,1235,0,5900,-9
12,156,1952,0,4022,-8
22,492,10926,1,6228,2
14,192,2662,0,6234,-6
20,403,8092,1,6237,0
19,354,6674,0,5631,-1
19,356,6705,0,5912,-1
14,189,2590,0,4738,-6
25,620,15435,1,5411,5
16,247,3893,0,3521,-4
27,742,20205,1,4856,7
22,472,10241,1,5542,2
18,311,5475,0,5501,-2
18,314,5565,0,7794,-2
22,474,10330,1,6364,2
11,117,1271,0,4690,-9
22,489,10820,1,6779,2
13,177,2357,0,6848,-7
22,475,10366,1,5083,2
16,251,3974,0,5856,-4
26,660,16973,1,4571,6
24,568,13526,1,5479,4
22,465,10020,1,5636,2
18,332,6048,0,4519,-2
21,461,9907,1,6447,1
11,115,1226,0,5584,-9
18,325,5858,0,5523,-2
18,316,5605,0,6319,-2
18,314,5566,0,4769,-2
28,781,21828,1,5379,8
9,89,840,0,3671,-11
15,231,3510,0,4866,-5
31,939,28791,1,4931,11
26,664,17096,1,4862,6
23,511,11552,1,6222,3
22,481,10555,1,6630,2
20,390,7700,0,4128,0
29,816,23293,1,4295,9
21,436,9094,1,4770,1
22,470,10181,1,5228,2
24,593,14433,1,6166,4
9,82,747,0,4010,-11
23,537,12449,1,6234,3
21,446,9428,1,5157,1
12,146,1767,0,6145,-8
12,148,1794,0,7775,-8
25,635,15987,1,4269,5
23,508,11459,1,6508,3
17,273,4508,0,6986,-3
22,473,10297,1,4525,2
16,256,4101,0,4077,-4
29,863,25345,1,4521,9
18,339,6250,0,4205,-2
11,116,1252,0,5949,-9
29,867,25548,1,5065,9
30,885,26322,1,3936,10
29,830,23911,1,6754,9
21,453,9636,1,6009,1
24,583,14080,1,5583,4
22,466,10067,1,6565,2
20,409,8278,1,5884,0
28,776,21635,1,5862,8
15,236,3621,0,4129,-5
17,284,4784,0,5613,-3
14,200,2832,0,5327,-6
14,201,2858,0,4662,-6
20,413,8398,1,5919,0
23,539,12522,1,5663,3
23,510,11519,1,5861,3
22,476,10372,1,4857,2
18,336,6154,0,3091,-2
21,422,8681,1,6781,1
18,318,5674,0,4872,-2
11,129,1458,0,6702,-9
20,400,8012,1,5594,0
20,392,7749,0,5329,0
16,265,4312,0,3601,-4
20,392,7752,0,5892,0
13,168,2168,0,4891,-7
21,435,9068,1,4187,1
13,169,2198,0,3920,-7
11,123,1369,0,5342,-9
25,645,16392,1,7356,5
25,620,15440,1,5058,5
15,237,3650,0,5813,-5
11,131,1491,0,3846,-9
22,497,11069,1,4937,2
27,725,19505,1,4796,7
17,303,5282,0,5501,-3
22,502,11252,1,5028,2
9,89,834,0,3743,-11
24,555,13057,1,5234,4
14,192,2662,0,5133,-6
18,319,5697,0,5456,-2
20,419,8573,1,5725,0
22,479,10482,1,6466,2
16,263,4274,0,5440,-4
22,469,10173,1,4963,2
23,537,12451,1,4874,3
12,142,1694,0,5380,-8
21,440,9235,1,5825,1
14,188,2583,0,5949,-6
21,433,9019,1,5509,1
24,586,14200,1,5338,4
9,87,814,0,4881,-11
13,169,2204,0,3655,-7
14,205,2944,0,4032,-6
19,378,7349,0,4378,-1
16,268,4393,0,3861,-4
23,519,11822,1,6677,3
29,861,25260,1,5075,9
13,169,2199,0,4504,-7
18,320,5732,0,4707,-2
18,308,5400,0,5001,-2
18,315,5578,0,4442,-2
15,214,3137,0,3394,-5
18,313,5536,0,5391,-2
17,277,4612,0,5101,-3
22,478,10442,1,5669,2
16,257,4123,0,7413,-4
17,290,4942,0,4972,-3
19,380,7414,0,4964,-1
8,58,441,0,3743,-12
16,265,4305,0,5781,-4
27,723,19457,1,5524,7
19,366,7001,0,5711,-1
24,572,13688,1,5840,4
21,434,9057,1,4930,1
29,833,24061,1,5644,9
20,417,8507,1,5179,0
16,265,4313,0,5142,-4
19,343,6341,0,4920,-1
23,550,12888,1,5755,3
24,575,13797,1,6713,4
11,113,1203,0,5191,-9
21,430,8920,1,6542,1
23,535,12391,1,5867,3
27,737,19995,1,7024,7
20,409,8285,1,5429,0
21,437,9134,1,7192,1
29,842,24439,1,4162,9
20,396,7867,0,5028,0
28,794,22381,1,5155,8
23,510,11510,1,5153,3
14,209,3026,0,4093,-6
19,360,6837,0,6828,-1
12,139,1639,0,5886,-8
22,481,10543,1,6639,2
22,478,10455,1,4235,2
20,390,7714,0,4951,0
18,316,5615,0,4496,-2
23,538,12481,1,5915,3
23,518,11773,1,6528,3
15,219,3237,0,3556,-5
30,880,26098,1,4390,10
18,308,5415,0,4782,-2
25,623,15562,1,7230,5
20,398,7948,0,4797,0
17,279,4672,0,6884,-3
20,389,7661,0,4688,0
20,413,8393,1,6990,0
23,531,12223,1,4192,3
19,351,6563,0,4464,-1
21,454,9678,1,5699,1
19,361,6869,0,6211,-1
26,665,17163,1,6080,6
23,520,11871,1,6240,3
21,460,9865,1,6478,1
9,73,619,0,5265,-11
28,802,22699,1,5124,8
24,591,14372,1,5422,4
20,411,8338,1,5511,0
20,385,7565,0,6877,0
19,370,7116,0,5140,-1
16,268,4396,0,6187,-4
21,441,9264,1,5347,1
23,534,12355,1,4955,3
30,917,27771,1,4557,10
19,357,6744,0,4786,-1
23,514,11664,1,4366,3
17,275,4553,0,4391,-3
11,124,1383,0,4486,-9
23,516,11709,1,5116,3
15,225,3365,0,5950,-5
21,458,9798,1,5285,1
26,669,17317,1,6799,6
20,384,7525,0,6081,0
20,397,7900,0,5335,0
15,234,3585,0,6235,-5
13,170,2226,0,4649,-7
27,743,20260,1,4983,7
22,477,10422,1,4753,2
18,315,5584,0,5288,-2
26,658,16876,1,4847,6
22,465,10028,1,7370,2
13,181,2435,0,4613,-7
20,394,7826,0,6500,0
16,267,4361,0,4769,-4
19,366,7003,0,4650,-1
35,1226,42938,1,6835,15
19,356,6710,0,4268,-1
14,186,2546,0,3328,-6
14,199,2813,0,3375,-6
25,629,15781,1,3874,5
18,307,5366,0,2621,-2
15,222,3306,0,5756,-5
19,347,6471,0,4656,-1
15,226,3398,0,3722,-5
19,355,6681,0,3609,-1
19,364,6958,0,2551,-1
24,590,14340,1,5481,4
27,704,18693,1,5200,7
20,400,7995,0,5431,0
26,702,18592,1,4822,6
13,179,2387,0,6393,-7
17,292,4982,0,3689,-3
19,360,6822,0,4701,-1
19,368,7055,0,6875,-1
21,445,9383,1,4954,1
13,181,2441,0,5473,-7
23,547,12808,1,5723,3
20,394,7827,0,4811,0
20,394,7821,0,4450,0
17,291,4953,0,5774,-3
16,241,3731,0,5659,-4
18,333,6083,0,4956,-2
17,287,4873,0,7800,-3
17,297,5124,0,5201,-3
19,372,7182,0,5253,-1
22,491,10863,1,7000,2
20,418,8554,1,5610,0
22,489,10800,1,4034,2
14,209,3029,0,6364,-6
19,375,7258,0,7053,-1
16,254,4044,0,4815,-4
26,697,18390,1,5840,6
11,127,1424,0,5369,-9
14,188,2576,0,5261,-6
10,106,1091,0,5466,-10
19,362,6881,0,3737,-1
18,342,6315,0,5716,-2
24,564,13405,1,6785,4
22,490,10834,1,5679,2
15,213,3119,0,5288,-5
31,936,28622,1,5899,11
19,353,6638,0,5591,-1
19,350,6535,0,4358,-1
18,333,6068,0,3705,-2
22,490,10836,1,4496,2
13,161,2049,0,6567,-7
21,446,9426,1,6832,1
25,643,16287,1,6988,5
20,392,7767,0,2481,0
21,435,9067,1,5028,1
26,693,18256,1,5616,6
17,302,5247,0,5063,-3
9,82,746,0,5151,-11
24,587,14205,1,7458,4
17,275,4566,0,5109,-3
21,441,9253,1,3537,1
27,713,19029,1,5264,7
23,523,11977,1,5331,3
17,300,5201,0,7188,-3
28,771,21402,1,5124,8
22,506,11375,1,6337,2
20,380,7416,0,5944,0
21,429,8875,1,4319,1
24,572,13668,1,7017,4
26,665,17160,1,6591,6
23,511,11565,1,6163,3
21,438,9152,1,6503,1
22,494,10976,1,4606,2
19,346,6432,0,5782,-1
18,326,5880,0,4720,-2
14,204,2907,0,5358,-6
20,397,7915,0,4775,0
15,238,3681,0,5835,-5
11,123,1360,0,5229,-9
18,328,5951,0,5213,-2
25,639,16141,1,4588,5
23,533,12312,1,6311,3
22,480,10523,1,5715,2
26,698,18422,1,4526,6
17,300,5207,0,6206,-3
24,574,13755,1,5310,4
27,712,19009,1,6650,7
22,476,10388,1,6893,2
23,519,11830,1,5609,3
25,650,16558,1,4366,5
13,174,2300,0,5106,-7
20,413,8408,1,4243,0
26,678,17637,1,5796,6
33,1090,35974,1,5127,13
21,452,9615,1,5913,1
17,278,4646,0,4467,-3
23,534,12341,1,5308,3
19,365,6985,0,6224,-1
23,542,12622,1,5376,3
22,475,10338,1,6430,2
21,436,9117,1,5083,1
13,170,2222,0,4924,-7
18,315,5581,0,6031,-2
10,96,935,0,6159,-10
14,187,2565,0,4883,-6
22,497,11094,1,4855,2
16,270,4444,0,6102,-4
24,577,13874,1,6579,4
13,180,2420,0,5837,-7
25,650,16571,1,5077,5
15,237,3650,0,4394,-5
21,422,8673,1,5453,1
15,233,3568,0,4942,-5
23,531,12250,1,5505,3
21,428,8864,1,5311,1
16,264,4299,0,7195,-4
22,477,10433,1,7700,2
14,185,2509,0,3425,-6
19,375,7248,0,3155,-1
19,352,6595,0,6377,-1
16,262,4229,0,4096,-4
15,216,3176,0,5805,-5
24,564,13389,1,5093,4
25,637,16091,1,7390,5
25,629,15777,1,5295,5
19,364,6941,0,5784,-1
27,749,20502,1,3542,7
22,473,10291,1,6333,2
21,433,9014,1,6855,1
12,140,1664,0,6235,-8
21,462,9935,1,7007,1
14,205,2930,0,5557,-6
10,107,1102,0,5102,-10
23,551,12944,1,5449,3
18,333,6074,0,4764,-2
6,34,195,0,4344,-14
17,300,5208,0,4523,-3
21,440,9244,1,8638,1
13,170,2220,0,5602,-7
35,1197,41410,1,5359,15
21,430,8904,1,5931,1
27,740,20128,1,5622,7
10,96,937,0,5598,-10
18,313,5537,0,3754,-2
17,306,5342,0,4235,-3
22,480,10510,1,5713,2
27,748,20447,1,6377,7
23,527,12099,1,5133,3
19,374,7229,0,5462,-1
26,686,17954,1,4442,6
11,116,1252,0,3807,-9
27,727,19595,1,5302,7
28,777,21652,1,8077,8
21,458,9800,1,2497,1
16,266,4335,0,5580,-4
19,356,6718,0,5115,-1
24,592,14416,1,7411,4
18,306,5363,0,5836,-2
8,61,480,0,4699,-12
28,786,22032,1,5964,8
15,214,3136,0,4300,-5
14,201,2846,0,5508,-6
16,267,4366,0,5695,-4
17,300,5202,0,5988,-3
16,249,3930,0,3652,-4
19,365,6964,0,5593,-1
14,187,2550,0,4125,-6
23,514,11641,1,5802,3
33,1061,34578,1,3883,13
11,115,1227,0,6404,-9
16,259,4170,0,4729,-4
15,233,3549,0,5180,-5
19,349,6511,0,5649,-1
18,327,5903,0,5106,-2
22,501,11215,1,5643,2
8,69,578,0,3453,-12
15,217,3208,0,5149,-5
22,483,10601,1,5776,2
12,140,1663,0,4189,-8
14,196,2754,0,5419,-6
25,619,15391,1,5455,5
34,1166,39807,1,5725,14
26,698,18460,1,4257,6
